时间戳,事件类型,详细信息
2025-10-14 13:01:00,摄像头检测,尝试停止摄像头检测进程
2025-10-14 13:01:00,摄像头检测,摄像头检测进程已停止
2025-10-14 13:15:19,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 13:15:24,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:16:47,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 13:16:50,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:16:55,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:16:55,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:16:55,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:16:57,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:16:57,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:16:57,错误,"进程错误: 2025-10-14 13:16:57,162 - detect - INFO - 
2025-10-14 13:16:57,167 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:16:57,167 - detect - INFO - ʼĿ
"
2025-10-14 13:21:02,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 13:21:10,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:22:39,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:22:39,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\envs\pytorch\python.exe e:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:22:39,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:22:40,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:22:42,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:22:42,错误,"进程错误: 2025-10-14 13:22:40,900 - detect - INFO - 
2025-10-14 13:22:40,901 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:22:40,901 - detect - INFO - ʼĿ
"
2025-10-14 13:22:52,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:22:52,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\envs\pytorch\python.exe e:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:22:52,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:22:54,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:22:54,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:22:54,错误,"进程错误: 2025-10-14 13:22:54,012 - detect - INFO - 
2025-10-14 13:22:54,013 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:22:54,013 - detect - INFO - ʼĿ
"
2025-10-14 13:23:18,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:23:18,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\envs\pytorch\python.exe e:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:23:18,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:23:20,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:23:20,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:23:20,错误,"进程错误: 2025-10-14 13:23:20,192 - detect - INFO - 
2025-10-14 13:23:20,193 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:23:20,193 - detect - INFO - ʼĿ
"
2025-10-14 13:25:37,状态变化,从 SystemState.IDLE 切换到 SystemState.CLOSING
2025-10-14 13:25:37,检测控制,开始摄像头实时检测
2025-10-14 13:25:37,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:25:37,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\envs\pytorch\python.exe e:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:25:37,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:25:37,状态变化,从 SystemState.CLOSING 切换到 SystemState.ALARM
2025-10-14 13:25:37,检测控制,停止摄像头实时检测
2025-10-14 13:25:38,摄像头检测,尝试停止摄像头检测进程
2025-10-14 13:25:38,摄像头检测,摄像头检测进程已停止
2025-10-14 13:25:45,状态变化,从 SystemState.ALARM 切换到 SystemState.IDLE
2025-10-14 13:32:39,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 13:32:46,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:33:02,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:33:02,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\envs\pytorch\python.exe e:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:33:02,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:33:03,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:33:10,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:33:11,摄像头初始化,成功打开摄像头: 0
2025-10-14 13:33:11,帧读取错误,无法读取摄像头帧
2025-10-14 13:33:12,帧读取错误,无法读取摄像头帧
2025-10-14 13:33:13,帧读取错误,无法读取摄像头帧
2025-10-14 13:33:15,错误,摄像头检测进程意外退出，退出码: 2
2025-10-14 13:33:15,错误,"进程错误: 2025-10-14 13:33:03,765 - detect - INFO - 
2025-10-14 13:33:03,767 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:33:03,767 - detect - INFO - ʼĿ
YOLOv5  v7.0-440-gf5ebc52c Python-3.9.18 torch-1.12.0+cu113 CUDA:0 (NVIDIA GeForce RTX 3050 Laptop GPU, 4096MiB)

2025-10-14 13:33:05,196 - detect - INFO - ʹ豸: cuda:0
2025-10-14 13:33:05,196 - detect - INFO - ģ: yolov5s.pt
Fusing layers... 
YOLOv5s summary: 213 layers, 7225885 parameters, 0 gradients, 16.4 GFLOPs
2025-10-14 13:33:10,621 - detect - INFO - ģͼسɹ: 32
2025-10-14 13:33:11,135 - detect - INFO - ɹͷ: 0
[ WARN:0@7.391] global cap_msmf.cpp:471 `anonymous-namespace'::SourceReaderCB::OnReadSample videoio(MSMF): OnReadSample() is called with error status: -1072875772
[ WARN:0@7.393] global cap_msmf.cpp:483 `anonymous-namespace'::SourceReaderCB::OnReadSample videoio(MSMF): async ReadSample() call is failed with error status: -1072875772
[ WARN:1@7.393] global cap_msmf.cpp:1759 CvCapture_MSMF::grabFrame videoio(MSMF): can't grab frame. Error: -1072875772
2025-10-14 13:33:11,141 - detect - ERROR - ޷ȡͷ֡
[ WARN:0@8.525] global cap_msmf.cpp:471 `anonymous-namespace'::SourceReaderCB::OnReadSample videoio(MSMF): OnReadSample() is called with error status: -1072875772
[ WARN:0@8.525] global cap_msmf.cpp:483 `anonymous-namespace'::SourceReaderCB::OnReadSample videoio(MSMF): async ReadSample() call is failed with error status: -1072875772
[ WARN:1@8.525] global cap_msmf.cpp:1759 CvCapture_MSMF::grabFrame videoio(MSMF): can't grab frame. Error: -1072875772
2025-10-14 13:33:12,273 - detect - ERROR - ޷ȡͷ֡
[ WARN:0@9.691] global cap_msmf.cpp:471 `anonymous-namespace'::SourceReaderCB::OnReadSample videoio(MSMF): OnReadSample() is called with error status: -1072875772
[ WARN:0@9.691] global cap_msmf.cpp:483 `anonymous-namespace'::SourceReaderCB::OnReadSample videoio(MSMF): async ReadSample() call is failed with error status: -1072875772
[ WARN:1@9.691] global cap_msmf.cpp:1759 CvCapture_MSMF::grabFrame videoio(MSMF): can't grab frame. Error: -1072875772
2025-10-14 13:33:13,439 - detect - ERROR - ޷ȡͷ֡
forrtl: error (200): program aborting due to window-CLOSE event
Image              PC                Routine            Line        Source             
libifcoremd.dll    00007FFA3413DF54  Unknown               Unknown  Unknown
KERNELBASE.dll     00007FFAE54CA09D  Unknown               Unknown  Unknown
KERNEL32.DLL       00007FFAE716E8D7  Unknown               Unknown  Unknown
ntdll.dll          00007FFAE7F28D9C  Unknown               Unknown  Unknown
"
2025-10-14 13:34:30,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:34:30,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\envs\pytorch\python.exe e:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:34:30,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:34:31,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:34:38,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:34:39,错误,摄像头检测进程意外退出，退出码: 2
2025-10-14 13:34:39,错误,"进程错误: 2025-10-14 13:34:31,832 - detect - INFO - 
2025-10-14 13:34:31,833 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:34:31,833 - detect - INFO - ʼĿ
YOLOv5  v7.0-440-gf5ebc52c Python-3.9.18 torch-1.12.0+cu113 CUDA:0 (NVIDIA GeForce RTX 3050 Laptop GPU, 4096MiB)

2025-10-14 13:34:33,549 - detect - INFO - ʹ豸: cuda:0
2025-10-14 13:34:33,549 - detect - INFO - ģ: yolov5s.pt
Fusing layers... 
YOLOv5s summary: 213 layers, 7225885 parameters, 0 gradients, 16.4 GFLOPs
2025-10-14 13:34:38,240 - detect - INFO - ģͼسɹ: 32
forrtl: error (200): program aborting due to window-CLOSE event
Image              PC                Routine            Line        Source             
libifcoremd.dll    00007FFA3413DF54  Unknown               Unknown  Unknown
KERNELBASE.dll     00007FFAE54CA09D  Unknown               Unknown  Unknown
KERNEL32.DLL       00007FFAE716E8D7  Unknown               Unknown  Unknown
ntdll.dll          00007FFAE7F28D9C  Unknown               Unknown  Unknown
"
2025-10-14 13:35:18,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:35:18,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\envs\pytorch\python.exe e:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:35:18,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:35:20,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:35:21,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:35:21,错误,"进程错误: 2025-10-14 13:35:20,295 - detect - INFO - 
2025-10-14 13:35:20,296 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:35:20,296 - detect - INFO - ʼĿ
"
2025-10-14 13:35:25,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:35:25,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\envs\pytorch\python.exe e:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:35:25,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:35:26,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:35:27,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:35:27,错误,"进程错误: 2025-10-14 13:35:26,485 - detect - INFO - 
2025-10-14 13:35:26,486 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:35:26,486 - detect - INFO - ʼĿ
"
2025-10-14 13:36:10,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:36:10,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\envs\pytorch\python.exe e:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:36:10,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:36:12,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:36:18,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:36:18,摄像头初始化,成功打开摄像头: 0
2025-10-14 13:36:18,帧读取错误,无法读取摄像头帧
2025-10-14 13:36:19,帧读取错误,无法读取摄像头帧
2025-10-14 13:36:20,帧读取错误,无法读取摄像头帧
2025-10-14 13:36:21,帧读取错误,无法读取摄像头帧
2025-10-14 13:36:23,帧读取错误,无法读取摄像头帧
2025-10-14 13:36:24,帧读取错误,无法读取摄像头帧
2025-10-14 13:36:37,摄像头检测,尝试停止摄像头检测进程
2025-10-14 13:36:37,摄像头检测,摄像头检测进程已停止
2025-10-14 13:36:44,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 13:36:51,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:37:00,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 13:37:07,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:41:46,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 13:41:50,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:41:56,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:41:56,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:41:56,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:41:58,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:45:04,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 13:45:07,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:45:10,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:45:10,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:45:10,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:45:11,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:45:12,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:45:12,错误,"进程错误: 2025-10-14 13:45:11,829 - detect - INFO - 
2025-10-14 13:45:11,831 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:45:11,831 - detect - INFO - ʼĿ
"
2025-10-14 13:54:05,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 13:54:08,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:54:11,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:54:11,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:54:11,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:54:13,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:54:13,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:54:13,错误,"进程错误: 2025-10-14 13:54:13,029 - detect - INFO - 
2025-10-14 13:54:13,031 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:54:13,031 - detect - INFO - ʼĿ
"
2025-10-14 13:58:19,状态变化,从 SystemState.IDLE 切换到 SystemState.CLOSING
2025-10-14 13:58:19,检测控制,开始摄像头实时检测
2025-10-14 13:58:19,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:58:19,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:58:19,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:58:20,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:58:26,模型加载,成功加载模型: yolov5s.pt
2025-10-14 13:58:27,摄像头初始化,成功打开摄像头: 0
2025-10-14 13:58:27,帧读取错误,无法读取摄像头帧
2025-10-14 13:58:28,帧读取错误,无法读取摄像头帧
2025-10-14 13:58:29,帧读取错误,无法读取摄像头帧
2025-10-14 13:58:30,帧读取错误,无法读取摄像头帧
2025-10-14 13:58:31,帧读取错误,无法读取摄像头帧
2025-10-14 13:58:32,帧读取错误,无法读取摄像头帧
2025-10-14 13:58:44,状态变化,从 SystemState.CLOSING 切换到 SystemState.ALARM
2025-10-14 13:58:44,检测控制,停止摄像头实时检测
2025-10-14 13:58:44,摄像头检测,尝试停止摄像头检测进程
2025-10-14 13:58:44,摄像头检测,摄像头检测进程已停止
2025-10-14 13:59:00,状态变化,从 SystemState.ALARM 切换到 SystemState.IDLE
2025-10-14 13:59:02,状态变化,从 SystemState.IDLE 切换到 SystemState.CLOSING
2025-10-14 13:59:02,检测控制,开始摄像头实时检测
2025-10-14 13:59:02,摄像头检测,准备启动摄像头检测进程
2025-10-14 13:59:02,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 13:59:02,摄像头检测,摄像头检测进程已成功启动
2025-10-14 13:59:04,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 13:59:05,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 13:59:05,错误,"进程错误: 2025-10-14 13:59:04,484 - detect - INFO - 
2025-10-14 13:59:04,486 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 13:59:04,486 - detect - INFO - ʼĿ
"
2025-10-14 13:59:43,状态变化,从 SystemState.CLOSING 切换到 SystemState.ALARM
2025-10-14 13:59:43,检测控制,停止摄像头实时检测
2025-10-14 14:00:10,状态变化,从 SystemState.ALARM 切换到 SystemState.IDLE
2025-10-14 14:00:12,状态变化,从 SystemState.IDLE 切换到 SystemState.CLOSING
2025-10-14 14:00:12,检测控制,开始摄像头实时检测
2025-10-14 14:00:12,摄像头检测,准备启动摄像头检测进程
2025-10-14 14:00:12,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 14:00:12,摄像头检测,摄像头检测进程已成功启动
2025-10-14 14:00:12,状态变化,从 SystemState.CLOSING 切换到 SystemState.ALARM
2025-10-14 14:00:12,检测控制,停止摄像头实时检测
2025-10-14 14:00:13,摄像头检测,尝试停止摄像头检测进程
2025-10-14 14:00:13,摄像头检测,摄像头检测进程已停止
2025-10-14 14:00:46,状态变化,从 SystemState.ALARM 切换到 SystemState.IDLE
2025-10-14 14:02:27,状态变化,从 SystemState.IDLE 切换到 SystemState.CLOSING
2025-10-14 14:02:27,检测控制,开始摄像头实时检测
2025-10-14 14:02:27,摄像头检测,准备启动摄像头检测进程
2025-10-14 14:02:27,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 14:02:27,摄像头检测,摄像头检测进程已成功启动
2025-10-14 14:02:29,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 14:02:35,模型加载,成功加载模型: yolov5s.pt
2025-10-14 14:02:35,摄像头初始化,成功打开摄像头: 0
2025-10-14 14:02:35,帧读取错误,无法读取摄像头帧
2025-10-14 14:02:36,帧读取错误,无法读取摄像头帧
2025-10-14 14:02:37,帧读取错误,无法读取摄像头帧
2025-10-14 14:02:39,帧读取错误,无法读取摄像头帧
2025-10-14 14:02:40,帧读取错误,无法读取摄像头帧
2025-10-14 14:02:41,帧读取错误,无法读取摄像头帧
2025-10-14 14:02:45,摄像头检测,尝试停止摄像头检测进程
2025-10-14 14:02:46,摄像头检测,摄像头检测进程已停止
2025-10-14 14:02:49,摄像头检测,准备启动摄像头检测进程
2025-10-14 14:02:49,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 14:02:49,摄像头检测,摄像头检测进程已成功启动
2025-10-14 14:02:51,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 14:02:53,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 14:02:53,错误,"进程错误: 2025-10-14 14:02:51,318 - detect - INFO - 
2025-10-14 14:02:51,320 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 14:02:51,321 - detect - INFO - ʼĿ
"
2025-10-14 14:03:10,状态变化,从 SystemState.CLOSING 切换到 SystemState.ALARM
2025-10-14 14:03:10,检测控制,停止摄像头实时检测
2025-10-14 14:03:57,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 14:04:02,模型加载,成功加载模型: yolov5s.pt
2025-10-14 14:04:03,摄像头初始化,成功打开摄像头: 0
2025-10-14 14:07:28,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 14:07:32,模型加载,成功加载模型: yolov5s.pt
2025-10-14 14:07:34,摄像头检测,准备启动摄像头检测进程
2025-10-14 14:07:34,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 14:07:34,摄像头检测,摄像头检测进程已成功启动
2025-10-14 14:07:36,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 14:07:41,模型加载,成功加载模型: yolov5s.pt
2025-10-14 14:07:42,摄像头初始化,成功打开摄像头: 0
2025-10-14 14:07:42,帧读取错误,无法读取摄像头帧
2025-10-14 14:07:43,帧读取错误,无法读取摄像头帧
2025-10-14 14:07:44,帧读取错误,无法读取摄像头帧
2025-10-14 14:07:45,帧读取错误,无法读取摄像头帧
2025-10-14 14:07:46,帧读取错误,无法读取摄像头帧
2025-10-14 14:07:47,帧读取错误,无法读取摄像头帧
2025-10-14 14:09:01,摄像头检测,尝试停止摄像头检测进程
2025-10-14 14:09:01,摄像头检测,摄像头检测进程已停止
2025-10-14 14:09:44,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 14:09:50,模型加载,成功加载模型: yolov5s.pt
2025-10-14 14:09:50,摄像头初始化,成功打开摄像头: 0
2025-10-14 14:13:58,系统启动,地铁屏蔽门间隙检测系统正在启动...
2025-10-14 14:14:02,模型加载,成功加载模型: yolov5s.pt
2025-10-14 14:14:04,摄像头检测,准备启动摄像头检测进程
2025-10-14 14:14:04,摄像头检测,开始摄像头实时检测，命令: D:\AppInstall\pythonPyTorch+yolo\anaconda\install\python.exe E:\kaifa\gapDetection_trae\detect.py --source 0 --conf-thres 0.4 --iou-thres 0.45 --view-img --classes 0 24 25 26 28 39 41 67 27 77
2025-10-14 14:14:04,摄像头检测,摄像头检测进程已成功启动
2025-10-14 14:14:06,检测开始,"源: 0, 置信度阈值: 0.4"
2025-10-14 14:14:08,错误,摄像头检测进程意外退出，退出码: 3221225786
2025-10-14 14:14:08,错误,"进程错误: 2025-10-14 14:14:06,214 - detect - INFO - 
2025-10-14 14:14:06,217 - detect - INFO - в: {'weights': 'yolov5s.pt', 'source': '0', 'conf_thres': 0.4, 'iou_thres': 0.45, 'classes': [0, 24, 25, 26, 28, 39, 41, 67, 27, 77], 'view_img': True, 'no_view': False, 'save_txt': False, 'no_save': False, 'max_frames': 0, 'timeout': 0}
2025-10-14 14:14:06,217 - detect - INFO - ʼĿ
"
2025-10-14 14:14:16,多帧验证设置,多帧验证已启用，需要连续2帧检测到同一物体
